y1,x1_COBYQA,x1_LINCOA,x1_COBYLA,y2,x2_COBYQA,x2_LINCOA,x2_COBYLA,y3,x3_COBYQA,x3_LINCOA,x3_COBYLA,y4,x4_COBYQA,x4_LINCOA,x4_COBYLA,y5,x5_COBYQA,x5_LINCOA,x5_COBYLA,y6,x6_COBYQA,x6_LINCOA,x6_COBYLA,y7,x7_COBYQA,x7_LINCOA,x7_COBYLA,y8,x8_COBYQA,x8_LINCOA,x8_COBYLA,y9,x9_COBYQA,x9_LINCOA,x9_COBYLA
0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0
0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0,0.15625,0.0,0.0,0.0
0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0
0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.1875,0.0,0.0,0.16349873228287956,0.1875,0.0,0.0,0.19744606420621713,0.1875,0.0,0.0,0.24691474047051698,0.1875,0.0,0.0,0.42939279225591387,0.1875,0.0,0.0,0.5785362315617233
0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.16349873228287956,0.21875,0.0,0.0,0.19744606420621713,0.21875,0.0,0.0,0.24691474047051698,0.21875,0.0,0.0,0.42939279225591387,0.21875,0.0,0.0,0.5785362315617233
0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.0,0.21875,0.0,0.0,0.16349873228287956,0.21875,0.0,0.0,0.5849625007211562,0.21875,0.0,0.0,0.5849625007211562,0.21875,0.0,0.0,0.5849625007211562,0.21875,0.0,0.0,0.5849625007211562
0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.16349873228287956,0.25,0.0,0.0,0.5849625007211562,0.25,0.0,0.0,0.5849625007211562,0.25,0.0,0.0,0.5849625007211562,0.25,0.0,0.0,0.5849625007211562
0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.24100809950379498,0.25,0.0,0.0,0.7136958148433589,0.25,0.0,0.0,0.6896598793878495,0.25,0.0,0.0,0.6520766965796931,0.25,0.0,0.0,0.8249132934419087
0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.24100809950379498,0.28125,0.0,0.0,0.7136958148433589,0.28125,0.0,0.0,0.6896598793878495,0.28125,0.0,0.0,0.6520766965796931,0.28125,0.0,0.0,0.8249132934419087
0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.0,0.28125,0.0,0.0,0.5849625007211562,0.28125,0.0,0.0,0.7136958148433589,0.28125,0.0,0.0,0.6896598793878495,0.28125,0.0,0.0,0.6520766965796931,0.28125,0.0,0.0,0.8249132934419087
0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.5849625007211562,0.3125,0.0,0.0,0.7136958148433589,0.3125,0.0,0.0,0.6896598793878495,0.3125,0.0,0.0,0.6520766965796931,0.3125,0.0,0.0,0.8249132934419087
0.3125,0.0,0.10691520391651188,0.0,0.3125,0.0,0.41503749927884376,0.0,0.3125,0.0,0.0,0.0,0.3125,0.0,0.0,0.3479233034203068,0.3125,0.0,0.0,0.6280312226130421,0.3125,0.0,0.06711419585853703,0.9027027986450852,0.3125,0.0,0.0,0.8231222379159207,0.3125,0.0,0.0,1.1822033312207492,0.3125,0.0,0.04064198449734577,1.0
0.34375,0.0,0.10691520391651188,0.0,0.34375,0.0,0.41503749927884376,0.0,0.34375,0.0,0.0,0.0,0.34375,0.0,0.0,0.3479233034203068,0.34375,0.0,0.0,0.6280312226130421,0.34375,0.0,0.06711419585853703,0.9027027986450852,0.34375,0.0,0.0,0.8231222379159207,0.34375,0.0,0.0,1.1822033312207492,0.34375,0.0,0.04064198449734577,1.0
0.34375,0.0,0.36257007938470837,0.0,0.34375,0.0,0.5849625007211562,0.19264507794239583,0.34375,0.0,0.0,0.0,0.34375,0.0,0.0,0.3479233034203068,0.34375,0.0,0.06711419585853703,0.6280312226130421,0.34375,0.0,0.11103131238874395,1.1844245711374275,0.34375,0.0,0.06711419585853703,1.3219280948873624,0.34375,0.0,0.04064198449734577,1.5405683813627027,0.34375,0.0,0.04064198449734577,1.7500217469916526
0.375,0.0,0.36257007938470837,0.0,0.375,0.0,0.5849625007211562,0.19264507794239583,0.375,0.0,0.0,0.0,0.375,0.0,0.0,0.3479233034203068,0.375,0.0,0.06711419585853703,0.6280312226130421,0.375,0.0,0.11103131238874395,1.1844245711374275,0.375,0.0,0.06711419585853703,1.3219280948873624,0.375,0.0,0.04064198449734577,1.5405683813627027,0.375,0.0,0.04064198449734577,1.7500217469916526
0.375,0.0,0.36257007938470837,0.0,0.375,0.0,0.6129768768907526,0.19264507794239583,0.375,0.0,0.0,0.5849625007211562,0.375,0.0,0.24100809950379498,0.5849625007211562,0.375,0.0,0.11103131238874395,1.3219280948873624,0.375,0.0,0.11103131238874395,1.1844245711374275,0.375,0.0,0.21572869105543727,1.494764691749578,0.375,0.0,0.04064198449734577,1.5405683813627027,0.375,0.0,0.06711419585853703,1.7500217469916526
0.40625,0.0,0.36257007938470837,0.0,0.40625,0.0,0.6129768768907526,0.19264507794239583,0.40625,0.0,0.0,0.5849625007211562,0.40625,0.0,0.24100809950379498,0.5849625007211562,0.40625,0.0,0.11103131238874395,1.3219280948873624,0.40625,0.0,0.11103131238874395,1.1844245711374275,0.40625,0.0,0.21572869105543727,1.494764691749578,0.40625,0.0,0.04064198449734577,1.5405683813627027,0.40625,0.0,0.06711419585853703,1.7500217469916526
0.40625,0.0,0.45943161863729726,0.0,0.40625,0.0,0.6129768768907526,0.4694852833012202,0.40625,0.0,0.07800251200127316,0.6214883767462702,0.40625,0.0,0.24100809950379498,0.6214883767462702,0.40625,0.0,0.11103131238874395,1.3219280948873624,0.40625,0.0,0.17687776208407918,1.3219280948873624,0.40625,0.0,0.21572869105543727,1.494764691749578,0.40625,0.0,0.06711419585853703,1.9328858041414632,0.40625,0.0,0.1332665308634641,2.1255308820838588
0.4375,0.0,0.45943161863729726,0.0,0.4375,0.0,0.6129768768907526,0.4694852833012202,0.4375,0.0,0.07800251200127316,0.6214883767462702,0.4375,0.0,0.24100809950379498,0.6214883767462702,0.4375,0.0,0.11103131238874395,1.3219280948873624,0.4375,0.0,0.17687776208407918,1.3219280948873624,0.4375,0.0,0.21572869105543727,1.494764691749578,0.4375,0.0,0.06711419585853703,1.9328858041414632,0.4375,0.0,0.1332665308634641,2.1255308820838588
0.4375,0.03562390973072122,0.5849625007211562,0.0,0.4375,0.0,0.6214883767462702,0.5849625007211562,0.4375,0.0,0.37851162325372983,0.6280312226130421,0.4375,0.0,0.36257007938470837,1.0,0.4375,0.0,0.24100809950379498,1.4288432988038744,0.4375,0.0,0.24100809950379498,1.3219280948873624,0.4375,0.0,0.24100809950379498,1.6903155008673847,0.4375,0.0,0.24100809950379498,2.169925001442312,0.4375,0.0,0.24100809950379498,2.169925001442312
0.46875,0.03562390973072122,0.5849625007211562,0.0,0.46875,0.0,0.6214883767462702,0.5849625007211562,0.46875,0.0,0.37851162325372983,0.6280312226130421,0.46875,0.0,0.36257007938470837,1.0,0.46875,0.0,0.24100809950379498,1.4288432988038744,0.46875,0.0,0.24100809950379498,1.3219280948873624,0.46875,0.0,0.24100809950379498,1.6903155008673847,0.46875,0.0,0.24100809950379498,2.169925001442312,0.46875,0.0,0.24100809950379498,2.169925001442312
0.46875,0.11547721741993588,0.7062687969432897,0.11547721741993588,0.46875,0.0,0.6214883767462702,0.6166713604484945,0.46875,0.0,0.7004397181410922,2.744538813871007,0.46875,0.0,0.36257007938470837,2.6557152736430414,0.46875,0.0,0.24100809950379498,2.691877704637668,0.46875,0.0,0.24100809950379498,2.5025003405291835,0.46875,0.0,0.24100809950379498,2.547487795302493,0.46875,0.0,0.24100809950379498,2.6154645891185004,0.46875,0.0,0.24100809950379498,2.674599713205833
0.5,0.11547721741993588,0.7062687969432897,0.11547721741993588,0.5,0.0,0.6214883767462702,0.6166713604484945,0.5,0.0,0.7004397181410922,2.744538813871007,0.5,0.0,0.36257007938470837,2.6557152736430414,0.5,0.0,0.24100809950379498,2.691877704637668,0.5,0.0,0.24100809950379498,2.5025003405291835,0.5,0.0,0.24100809950379498,2.547487795302493,0.5,0.0,0.24100809950379498,2.6154645891185004,0.5,0.0,0.24100809950379498,2.674599713205833
0.5,0.11547721741993588,0.7475155135071161,0.37196877738695794,0.5,0.0,0.7062687969432897,2.807354922057604,0.5,0.04975303519709973,0.7004397181410922,6.0529444227223825,0.5,0.06711419585853703,0.6780719051126377,6.143321970254893,0.5,0.0,0.6780719051126377,6.243258888803062,0.5,0.0,0.6780719051126377,6.29195861163456,0.5,0.0,0.6780719051126377,6.0,0.5,0.0,0.6780719051126377,6.104512474262847,0.5,0.0,0.6780719051126377,6.210872549981198
0.53125,0.11547721741993588,0.7475155135071161,0.37196877738695794,0.53125,0.0,0.7062687969432897,2.807354922057604,0.53125,0.04975303519709973,0.7004397181410922,6.0529444227223825,0.53125,0.06711419585853703,0.6780719051126377,6.143321970254893,0.53125,0.0,0.6780719051126377,6.243258888803062,0.53125,0.0,0.6780719051126377,6.29195861163456,0.53125,0.0,0.6780719051126377,6.0,0.53125,0.0,0.6780719051126377,6.104512474262847,0.53125,0.0,0.6780719051126377,6.210872549981198
0.53125,0.12199052437861026,1.84799690655495,0.5109619192773793,0.53125,0.11547721741993588,0.777607578663552,6.228734049904,0.53125,0.11547721741993588,0.7062687969432897,6.0529444227223825,0.53125,0.06711419585853703,0.6809315592518783,6.143321970254893,0.53125,0.0,0.7062687969432897,6.243258888803062,0.53125,0.0,0.7062687969432897,6.29195861163456,0.53125,0.0,0.7062687969432897,6.0,0.53125,0.0,0.7062687969432897,6.104512474262847,0.53125,0.0,0.7062687969432897,6.210872549981198
0.5625,0.12199052437861026,1.84799690655495,0.5109619192773793,0.5625,0.11547721741993588,0.777607578663552,6.228734049904,0.5625,0.11547721741993588,0.7062687969432897,6.0529444227223825,0.5625,0.06711419585853703,0.6809315592518783,6.143321970254893,0.5625,0.0,0.7062687969432897,6.243258888803062,0.5625,0.0,0.7062687969432897,6.29195861163456,0.5625,0.0,0.7062687969432897,6.0,0.5625,0.0,0.7062687969432897,6.104512474262847,0.5625,0.0,0.7062687969432897,6.210872549981198
0.5625,0.5849625007211562,2.0,0.7589919004962051,0.5625,0.2630344058337938,0.777607578663552,6.228734049904,0.5625,0.16992500144231237,0.7062687969432897,6.0529444227223825,0.5625,0.06711419585853703,0.7062687969432897,6.143321970254893,0.5625,0.0,1.0,6.243258888803062,0.5625,0.0,1.0,6.29195861163456,0.5625,0.0,1.0,6.0,0.5625,0.0,1.0,6.104512474262847,0.5625,0.0,1.0,6.210872549981198
0.59375,0.5849625007211562,2.0,0.7589919004962051,0.59375,0.2630344058337938,0.777607578663552,6.228734049904,0.59375,0.16992500144231237,0.7062687969432897,6.0529444227223825,0.59375,0.06711419585853703,0.7062687969432897,6.143321970254893,0.59375,0.0,1.0,6.243258888803062,0.59375,0.0,1.0,6.29195861163456,0.59375,0.0,1.0,6.0,0.59375,0.0,1.0,6.104512474262847,0.59375,0.0,1.0,6.210872549981198
0.59375,0.7004397181410922,2.0588936890535687,1.0,0.59375,0.29956028185890793,0.8712666858777972,6.228734049904,0.59375,0.16992500144231237,0.7062687969432897,6.0529444227223825,0.59375,0.11547721741993588,1.0,6.143321970254893,0.59375,0.0,1.874469117916141,6.243258888803062,0.59375,0.0,1.874469117916141,6.29195861163456,0.59375,0.0,1.874469117916141,6.0,0.59375,0.0,1.874469117916141,6.104512474262847,0.59375,0.0,1.874469117916141,6.210872549981198
0.625,0.7004397181410922,2.0588936890535687,1.0,0.625,0.29956028185890793,0.8712666858777972,6.228734049904,0.625,0.16992500144231237,0.7062687969432897,6.0529444227223825,0.625,0.11547721741993588,1.0,6.143321970254893,0.625,0.0,1.874469117916141,6.243258888803062,0.625,0.0,1.874469117916141,6.29195861163456,0.625,0.0,1.874469117916141,6.0,0.625,0.0,1.874469117916141,6.104512474262847,0.625,0.0,1.874469117916141,6.210872549981198
0.625,0.874469117916141,2.0588936890535687,1.6571122864769914,0.625,0.3833286395515057,1.0,6.228734049904,0.625,0.18442457113742758,1.0,6.0529444227223825,0.625,0.14438990933517493,2.169925001442312,6.143321970254893,0.625,0.0,2.321928094887362,6.243258888803062,0.625,0.0,2.321928094887362,6.29195861163456,0.625,0.0896372124846764,2.321928094887362,6.0,0.625,0.11547721741993588,2.321928094887362,6.104512474262847,0.625,0.0,2.321928094887362,6.210872549981198
0.65625,0.874469117916141,2.0588936890535687,1.6571122864769914,0.65625,0.3833286395515057,1.0,6.228734049904,0.65625,0.18442457113742758,1.0,6.0529444227223825,0.65625,0.14438990933517493,2.169925001442312,6.143321970254893,0.65625,0.0,2.321928094887362,6.243258888803062,0.65625,0.0,2.321928094887362,6.29195861163456,0.65625,0.0896372124846764,2.321928094887362,6.0,0.65625,0.11547721741993588,2.321928094887362,6.104512474262847,0.65625,0.0,2.321928094887362,6.210872549981198
0.65625,0.874469117916141,2.304854581528421,2.849175097752231,0.65625,0.41503749927884376,1.0911478880581955,6.228734049904,0.65625,0.38702312310924725,1.0443941193584534,6.0529444227223825,0.65625,0.18442457113742758,2.321928094887362,6.143321970254893,0.65625,0.11547721741993588,3.121629444401531,6.243258888803062,0.65625,0.0544477840223765,3.14597930581728,6.29195861163456,0.65625,0.11547721741993588,3.0,6.0,0.65625,0.253756592245783,3.0522562371314237,6.104512474262847,0.65625,0.11547721741993588,3.105436274990599,6.210872549981198
0.6875,0.874469117916141,2.304854581528421,2.849175097752231,0.6875,0.41503749927884376,1.0911478880581955,6.228734049904,0.6875,0.38702312310924725,1.0443941193584534,6.0529444227223825,0.6875,0.18442457113742758,2.321928094887362,6.143321970254893,0.6875,0.11547721741993588,3.121629444401531,6.243258888803062,0.6875,0.0544477840223765,3.14597930581728,6.29195861163456,0.6875,0.11547721741993588,3.0,6.0,0.6875,0.253756592245783,3.0522562371314237,6.104512474262847,0.6875,0.11547721741993588,3.105436274990599,6.210872549981198
0.6875,0.914270125974116,2.9068905956085187,6.174925682500679,0.6875,0.5849625007211562,2.0,6.228734049904,0.6875,0.45943161863729726,2.169925001442312,6.0529444227223825,0.6875,0.5849625007211562,3.0716609851274463,6.143321970254893,0.6875,0.44745897697122117,6.243258888803062,6.243258888803062,0.6875,0.11547721741993588,6.29195861163456,6.29195861163456,0.6875,0.253756592245783,6.0,6.0,0.6875,0.253756592245783,6.104512474262847,6.104512474262847,0.6875,0.32930762525295987,6.210872549981198,6.210872549981198
0.71875,0.914270125974116,2.9068905956085187,6.174925682500679,0.71875,0.5849625007211562,2.0,6.228734049904,0.71875,0.45943161863729726,2.169925001442312,6.0529444227223825,0.71875,0.5849625007211562,3.0716609851274463,6.143321970254893,0.71875,0.44745897697122117,6.243258888803062,6.243258888803062,0.71875,0.11547721741993588,6.29195861163456,6.29195861163456,0.71875,0.253756592245783,6.0,6.0,0.71875,0.253756592245783,6.104512474262847,6.104512474262847,0.71875,0.32930762525295987,6.210872549981198,6.210872549981198
0.71875,1.0,2.9398790075624293,6.174925682500679,0.71875,0.6214883767462702,2.321928094887362,6.228734049904,0.71875,0.5849625007211562,2.321928094887362,6.0529444227223825,0.71875,0.5849625007211562,6.143321970254893,6.143321970254893,0.71875,0.5849625007211562,6.243258888803062,6.243258888803062,0.71875,0.5849625007211562,6.29195861163456,6.29195861163456,0.71875,0.5849625007211562,6.0,6.0,0.71875,0.5849625007211562,6.104512474262847,6.104512474262847,0.71875,0.5849625007211562,6.210872549981198,6.210872549981198
0.75,1.0,2.9398790075624293,6.174925682500679,0.75,0.6214883767462702,2.321928094887362,6.228734049904,0.75,0.5849625007211562,2.321928094887362,6.0529444227223825,0.75,0.5849625007211562,6.143321970254893,6.143321970254893,0.75,0.5849625007211562,6.243258888803062,6.243258888803062,0.75,0.5849625007211562,6.29195861163456,6.29195861163456,0.75,0.5849625007211562,6.0,6.0,0.75,0.5849625007211562,6.104512474262847,6.104512474262847,0.75,0.5849625007211562,6.210872549981198,6.210872549981198
0.75,1.584962500721156,3.0874628412503395,6.174925682500679,0.75,0.6214883767462702,2.921774832694498,6.228734049904,0.75,0.5849625007211562,2.837102265451656,6.0529444227223825,0.75,0.8231222379159207,6.143321970254893,6.143321970254893,0.75,0.8231222379159207,6.243258888803062,6.243258888803062,0.75,0.7500217469916526,6.29195861163456,6.29195861163456,0.75,0.7500217469916526,6.0,6.0,0.75,1.0,6.104512474262847,6.104512474262847,0.75,1.1844245711374275,6.210872549981198,6.210872549981198
0.78125,1.584962500721156,3.0874628412503395,6.174925682500679,0.78125,0.6214883767462702,2.921774832694498,6.228734049904,0.78125,0.5849625007211562,2.837102265451656,6.0529444227223825,0.78125,0.8231222379159207,6.143321970254893,6.143321970254893,0.78125,0.8231222379159207,6.243258888803062,6.243258888803062,0.78125,0.7500217469916526,6.29195861163456,6.29195861163456,0.78125,0.7500217469916526,6.0,6.0,0.78125,1.0,6.104512474262847,6.104512474262847,0.78125,1.1844245711374275,6.210872549981198,6.210872549981198
0.78125,1.691877704637668,3.0874628412503395,6.174925682500679,0.78125,0.8073549220576041,3.114367024952,6.228734049904,0.78125,2.4594316186372973,3.0264722113611913,6.0529444227223825,0.78125,2.807354922057604,6.143321970254893,6.143321970254893,0.78125,2.807354922057604,6.243258888803062,6.243258888803062,0.78125,2.807354922057604,6.29195861163456,6.29195861163456,0.78125,2.807354922057604,6.0,6.0,0.78125,2.807354922057604,6.104512474262847,6.104512474262847,0.78125,2.807354922057604,6.210872549981198,6.210872549981198
0.8125,1.691877704637668,3.0874628412503395,6.174925682500679,0.8125,0.8073549220576041,3.114367024952,6.228734049904,0.8125,2.4594316186372973,3.0264722113611913,6.0529444227223825,0.8125,2.807354922057604,6.143321970254893,6.143321970254893,0.8125,2.807354922057604,6.243258888803062,6.243258888803062,0.8125,2.807354922057604,6.29195861163456,6.29195861163456,0.8125,2.807354922057604,6.0,6.0,0.8125,2.807354922057604,6.104512474262847,6.104512474262847,0.8125,2.807354922057604,6.210872549981198,6.210872549981198
0.8125,2.0,6.174925682500679,6.174925682500679,0.8125,2.0,6.228734049904,6.228734049904,0.8125,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.8125,6.143321970254893,6.143321970254893,6.143321970254893,0.8125,6.243258888803062,6.243258888803062,6.243258888803062,0.8125,6.29195861163456,6.29195861163456,6.29195861163456,0.8125,6.0,6.0,6.0,0.8125,6.104512474262847,6.104512474262847,6.104512474262847,0.8125,6.210872549981198,6.210872549981198,6.210872549981198
0.84375,2.0,6.174925682500679,6.174925682500679,0.84375,2.0,6.228734049904,6.228734049904,0.84375,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.84375,6.143321970254893,6.143321970254893,6.143321970254893,0.84375,6.243258888803062,6.243258888803062,6.243258888803062,0.84375,6.29195861163456,6.29195861163456,6.29195861163456,0.84375,6.0,6.0,6.0,0.84375,6.104512474262847,6.104512474262847,6.104512474262847,0.84375,6.210872549981198,6.210872549981198,6.210872549981198
0.84375,2.0,6.174925682500679,6.174925682500679,0.84375,6.228734049904,6.228734049904,6.228734049904,0.84375,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.84375,6.143321970254893,6.143321970254893,6.143321970254893,0.84375,6.243258888803062,6.243258888803062,6.243258888803062,0.84375,6.29195861163456,6.29195861163456,6.29195861163456,0.84375,6.0,6.0,6.0,0.84375,6.104512474262847,6.104512474262847,6.104512474262847,0.84375,6.210872549981198,6.210872549981198,6.210872549981198
0.875,2.0,6.174925682500679,6.174925682500679,0.875,6.228734049904,6.228734049904,6.228734049904,0.875,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.875,6.143321970254893,6.143321970254893,6.143321970254893,0.875,6.243258888803062,6.243258888803062,6.243258888803062,0.875,6.29195861163456,6.29195861163456,6.29195861163456,0.875,6.0,6.0,6.0,0.875,6.104512474262847,6.104512474262847,6.104512474262847,0.875,6.210872549981198,6.210872549981198,6.210872549981198
0.875,6.174925682500679,6.174925682500679,6.174925682500679,0.875,6.228734049904,6.228734049904,6.228734049904,0.875,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.875,6.143321970254893,6.143321970254893,6.143321970254893,0.875,6.243258888803062,6.243258888803062,6.243258888803062,0.875,6.29195861163456,6.29195861163456,6.29195861163456,0.875,6.0,6.0,6.0,0.875,6.104512474262847,6.104512474262847,6.104512474262847,0.875,6.210872549981198,6.210872549981198,6.210872549981198
0.90625,6.174925682500679,6.174925682500679,6.174925682500679,0.90625,6.228734049904,6.228734049904,6.228734049904,0.90625,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.90625,6.143321970254893,6.143321970254893,6.143321970254893,0.90625,6.243258888803062,6.243258888803062,6.243258888803062,0.90625,6.29195861163456,6.29195861163456,6.29195861163456,0.90625,6.0,6.0,6.0,0.90625,6.104512474262847,6.104512474262847,6.104512474262847,0.90625,6.210872549981198,6.210872549981198,6.210872549981198
0.90625,6.174925682500679,6.174925682500679,6.174925682500679,0.90625,6.228734049904,6.228734049904,6.228734049904,0.90625,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.90625,6.143321970254893,6.143321970254893,6.143321970254893,0.90625,6.243258888803062,6.243258888803062,6.243258888803062,0.90625,6.29195861163456,6.29195861163456,6.29195861163456,0.90625,6.0,6.0,6.0,0.90625,6.104512474262847,6.104512474262847,6.104512474262847,0.90625,6.210872549981198,6.210872549981198,6.210872549981198
0.9375,6.174925682500679,6.174925682500679,6.174925682500679,0.9375,6.228734049904,6.228734049904,6.228734049904,0.9375,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.9375,6.143321970254893,6.143321970254893,6.143321970254893,0.9375,6.243258888803062,6.243258888803062,6.243258888803062,0.9375,6.29195861163456,6.29195861163456,6.29195861163456,0.9375,6.0,6.0,6.0,0.9375,6.104512474262847,6.104512474262847,6.104512474262847,0.9375,6.210872549981198,6.210872549981198,6.210872549981198
0.9375,6.174925682500679,6.174925682500679,6.174925682500679,0.9375,6.228734049904,6.228734049904,6.228734049904,0.9375,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.9375,6.143321970254893,6.143321970254893,6.143321970254893,0.9375,6.243258888803062,6.243258888803062,6.243258888803062,0.9375,6.29195861163456,6.29195861163456,6.29195861163456,0.9375,6.0,6.0,6.0,0.9375,6.104512474262847,6.104512474262847,6.104512474262847,0.9375,6.210872549981198,6.210872549981198,6.210872549981198
0.96875,6.174925682500679,6.174925682500679,6.174925682500679,0.96875,6.228734049904,6.228734049904,6.228734049904,0.96875,6.0529444227223825,6.0529444227223825,6.0529444227223825,0.96875,6.143321970254893,6.143321970254893,6.143321970254893,0.96875,6.243258888803062,6.243258888803062,6.243258888803062,0.96875,6.29195861163456,6.29195861163456,6.29195861163456,0.96875,6.0,6.0,6.0,0.96875,6.104512474262847,6.104512474262847,6.104512474262847,0.96875,6.210872549981198,6.210872549981198,6.210872549981198
