y1,x1_COBYQA,x1_NEWUOA,x1_COBYLA,y2,x2_COBYQA,x2_NEWUOA,x2_COBYLA,y3,x3_COBYQA,x3_NEWUOA,x3_COBYLA,y4,x4_COBYQA,x4_NEWUOA,x4_COBYLA,y5,x5_COBYQA,x5_NEWUOA,x5_COBYLA,y6,x6_COBYQA,x6_NEWUOA,x6_COBYLA,y7,x7_COBYQA,x7_NEWUOA,x7_COBYLA,y8,x8_COBYQA,x8_NEWUOA,x8_COBYLA,y9,x9_COBYQA,x9_NEWUOA,x9_COBYLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.5,0.5,0.5
0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.006369426751592357,0.5,0.5,0.5
0.006369426751592357,0.5,0.5,0.45454545454545453,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,0.5,0.5,0.5,0.006369426751592357,1.6666666666666667,1.6666666666666667,0.8235294117647058
0.012738853503184714,0.5,0.5,0.45454545454545453,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,1.6666666666666667,1.6666666666666667,0.8235294117647058
0.012738853503184714,0.5,0.5,0.5,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.012738853503184714,1.0,1.0,0.8235294117647058,0.012738853503184714,1.0,1.0,0.8235294117647058,0.012738853503184714,2.0,2.0,1.0
0.019108280254777073,0.5,0.5,0.5,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.019108280254777073,1.0,1.0,0.8235294117647058,0.019108280254777073,1.0,1.0,0.8235294117647058,0.019108280254777073,2.0,2.0,1.0
0.019108280254777073,0.6666666666666666,0.6666666666666666,0.5,0.019108280254777073,0.75,0.75,0.6862745098039216,0.019108280254777073,1.0,1.0,0.7647058823529411,0.019108280254777073,1.0,1.0,0.7843137254901961,0.019108280254777073,1.0,1.0,0.803921568627451,0.019108280254777073,1.0,1.0,0.8235294117647058,0.019108280254777073,1.6666666666666667,1.6666666666666667,1.0,0.019108280254777073,1.6666666666666667,1.6666666666666667,1.0,0.019108280254777073,2.1176470588235294,2.0588235294117645,1.3333333333333333
0.025477707006369428,0.6666666666666666,0.6666666666666666,0.5,0.025477707006369428,0.75,0.75,0.6862745098039216,0.025477707006369428,1.0,1.0,0.7647058823529411,0.025477707006369428,1.0,1.0,0.7843137254901961,0.025477707006369428,1.0,1.0,0.803921568627451,0.025477707006369428,1.0,1.0,0.8235294117647058,0.025477707006369428,1.6666666666666667,1.6666666666666667,1.0,0.025477707006369428,1.6666666666666667,1.6666666666666667,1.0,0.025477707006369428,2.1176470588235294,2.0588235294117645,1.3333333333333333
0.025477707006369428,0.75,0.75,0.5490196078431373,0.025477707006369428,1.0,1.0,0.75,0.025477707006369428,1.3333333333333333,1.3333333333333333,0.9803921568627451,0.025477707006369428,1.3333333333333333,1.3333333333333333,0.9803921568627451,0.025477707006369428,2.0,2.0,1.0,0.025477707006369428,2.0,2.0,1.0,0.025477707006369428,2.0,2.0,1.0,0.025477707006369428,2.0,2.0,1.0,0.025477707006369428,2.2549019607843137,2.0980392156862746,1.6666666666666667
0.03184713375796178,0.75,0.75,0.5490196078431373,0.03184713375796178,1.0,1.0,0.75,0.03184713375796178,1.3333333333333333,1.3333333333333333,0.9803921568627451,0.03184713375796178,1.3333333333333333,1.3333333333333333,0.9803921568627451,0.03184713375796178,2.0,2.0,1.0,0.03184713375796178,2.0,2.0,1.0,0.03184713375796178,2.0,2.0,1.0,0.03184713375796178,2.0,2.0,1.0,0.03184713375796178,2.2549019607843137,2.0980392156862746,1.6666666666666667
0.03184713375796178,1.0,1.0,0.6078431372549019,0.03184713375796178,1.3333333333333333,1.3333333333333333,0.9090909090909091,0.03184713375796178,2.0,2.0,1.0,0.03184713375796178,2.0,2.0,1.0,0.03184713375796178,2.0784313725490198,2.0588235294117645,1.0,0.03184713375796178,2.0784313725490198,2.0588235294117645,1.0,0.03184713375796178,2.1176470588235294,2.0588235294117645,1.3333333333333333,0.03184713375796178,2.1176470588235294,2.0588235294117645,1.3333333333333333,0.03184713375796178,2.450980392156863,2.9215686274509802,5.0
0.03821656050955414,1.0,1.0,0.6078431372549019,0.03821656050955414,1.3333333333333333,1.3333333333333333,0.9090909090909091,0.03821656050955414,2.0,2.0,1.0,0.03821656050955414,2.0,2.0,1.0,0.03821656050955414,2.0784313725490198,2.0588235294117645,1.0,0.03821656050955414,2.0784313725490198,2.0588235294117645,1.0,0.03821656050955414,2.1176470588235294,2.0588235294117645,1.3333333333333333,0.03821656050955414,2.1176470588235294,2.0588235294117645,1.3333333333333333,0.03821656050955414,2.450980392156863,2.9215686274509802,5.0
0.03821656050955414,1.2222222222222223,1.2222222222222223,0.6666666666666666,0.03821656050955414,2.0,2.0,0.9411764705882353,0.03821656050955414,2.0392156862745097,2.0392156862745097,1.0,0.03821656050955414,2.0784313725490198,2.0392156862745097,1.0,0.03821656050955414,2.0784313725490198,2.0588235294117645,1.3333333333333333,0.03821656050955414,2.1176470588235294,2.0588235294117645,1.5,0.03821656050955414,2.156862745098039,2.0980392156862746,3.2941176470588234,0.03821656050955414,2.2549019607843137,2.0980392156862746,4.363636363636363,0.03821656050955414,3.0,3.0,5.909090909090909
0.0445859872611465,1.2222222222222223,1.2222222222222223,0.6666666666666666,0.0445859872611465,2.0,2.0,0.9411764705882353,0.0445859872611465,2.0392156862745097,2.0392156862745097,1.0,0.0445859872611465,2.0784313725490198,2.0392156862745097,1.0,0.0445859872611465,2.0784313725490198,2.0588235294117645,1.3333333333333333,0.0445859872611465,2.1176470588235294,2.0588235294117645,1.5,0.0445859872611465,2.156862745098039,2.0980392156862746,3.2941176470588234,0.0445859872611465,2.2549019607843137,2.0980392156862746,4.363636363636363,0.0445859872611465,3.0,3.0,5.909090909090909
