y1,x1_COBYQA,x1_NEWUOA,x1_COBYLA,y2,x2_COBYQA,x2_NEWUOA,x2_COBYLA,y3,x3_COBYQA,x3_NEWUOA,x3_COBYLA,y4,x4_COBYQA,x4_NEWUOA,x4_COBYLA,y5,x5_COBYQA,x5_NEWUOA,x5_COBYLA,y6,x6_COBYQA,x6_NEWUOA,x6_COBYLA,y7,x7_COBYQA,x7_NEWUOA,x7_COBYLA,y8,x8_COBYQA,x8_NEWUOA,x8_COBYLA,y9,x9_COBYQA,x9_NEWUOA,x9_COBYLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0
0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0,0.006369426751592357,0.0,0.0,0.0
0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0
0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0,0.012738853503184714,0.0,0.0,0.0
0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0
0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0,0.019108280254777073,0.0,0.0,0.0
0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0
0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0,0.025477707006369428,0.0,0.0,0.0
