y1,x1_COBYQA,x1_NEWUOA,y2,x2_COBYQA,x2_NEWUOA,y3,x3_COBYQA,x3_NEWUOA,y4,x4_COBYQA,x4_NEWUOA,y5,x5_COBYQA,x5_NEWUOA,y6,x6_COBYQA,x6_NEWUOA,y7,x7_COBYQA,x7_NEWUOA,y8,x8_COBYQA,x8_NEWUOA,y9,x9_COBYQA,x9_NEWUOA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0
0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0,0.0064516129032258064,0.0,0.0
0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0
0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0,0.012903225806451613,0.0,0.0
0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0
0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0,0.01935483870967742,0.0,0.0
0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0
0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0,0.025806451612903226,0.0,0.0
0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0,0.03225806451612903,0.0,0.0
