y1,x1_COBYQA-$m=2n+1$,x1_COBYQA-$m=n+2$,x1_COBYLA,y2,x2_COBYQA-$m=2n+1$,x2_COBYQA-$m=n+2$,x2_COBYLA,y3,x3_COBYQA-$m=2n+1$,x3_COBYQA-$m=n+2$,x3_COBYLA,y4,x4_COBYQA-$m=2n+1$,x4_COBYQA-$m=n+2$,x4_COBYLA,y5,x5_COBYQA-$m=2n+1$,x5_COBYQA-$m=n+2$,x5_COBYLA,y6,x6_COBYQA-$m=2n+1$,x6_COBYQA-$m=n+2$,x6_COBYLA,y7,x7_COBYQA-$m=2n+1$,x7_COBYQA-$m=n+2$,x7_COBYLA,y8,x8_COBYQA-$m=2n+1$,x8_COBYQA-$m=n+2$,x8_COBYLA,y9,x9_COBYQA-$m=2n+1$,x9_COBYQA-$m=n+2$,x9_COBYLA
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0
0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0,0.002577319587628866,0.0,0.0,0.0
0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0
0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0,0.005154639175257732,0.0,0.0,0.0
0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0
0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0,0.007731958762886598,0.0,0.0,0.0
0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0
0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0,0.010309278350515464,0.0,0.0,0.0
